Cote,Titre,Auteur,Lieu,Edition,Annee,Nb_pages,Matiere,Inventaire,Auteur_Pairs,Auteur_Names,language,notice_key,is_duplicate_row,is_duplicate_inventory,is_duplicate_notice
801.6/03,الشافي في العروض والقوافي,"مناع, هاشم صالح",بيروت,دار الفكر العربي - دار الوسام,1989,284,العروض,23178,"[('مناع, هاشم صالح', 'Auteur')]","مناع, هاشم صالح",ara,"الشافي في العروض والقوافي|مناع, هاشم صالح|1989",False,False,False
297.055.2/10,المرأة في الإسلام,"مناع, هيثم",بيروت,دار الحداثة,1980,125,المرأة في الإسلام,14047,"[('مناع, هيثم', 'Auteur')]","مناع, هيثم",ara,"المرأة في الإسلام|مناع, هيثم|1980",False,False,False
37/21,التعلم عن بعد: أعمال الندوة التي نظمها منتدى الفكر العربي بالتعاون مع جامعة القدس المفتوحة,منتدى الفكر العربي,عمان,منتدى الفكر العربي,1978,385,التربية والتعليم,18041,"[('منتدى الفكر العربي', 'Auteur')]",منتدى الفكر العربي,ara,التعلم عن بعد: أعمال الندوة التي نظمها منتدى الفكر العربي بالتعاون مع جامعة القدس المفتوحة|منتدى الفكر العربي|1978,False,False,False
32/43,التجارب الديمقراطية في الوطن العربي,منتدى الفكر والحوار,بيروت,دار الحداثة,1981,155,علوم سياسية,14010,"[('منتدى الفكر والحوار', 'Auteur')]",منتدى الفكر والحوار,ara,التجارب الديمقراطية في الوطن العربي|منتدى الفكر والحوار|1981,False,False,False
008_927/28,الثقافة واالمثقف في المجتمع العربي: حوار مع عبد الرحمان منيف,منتدى عبد الحميد شومان الثقافي,عمان,مؤسسة عبد الحميد شومان,1998,60,الثقافة العربية,27958,"[('منتدى عبد الحميد شومان الثقافي', 'Auteur')]",منتدى عبد الحميد شومان الثقافي,ara,الثقافة واالمثقف في المجتمع العربي: حوار مع عبد الرحمان منيف|منتدى عبد الحميد شومان الثقافي|1998,False,False,False
297.912/06,الإسلام والديمقراطية: حوار مع الدكتور محمد سليم العوا,منتدى عبد الحميد شومان الثقافي,عمان,مؤسسة عبد الحميد شومان,1998,52,الإسلام والعلوم السياسية,27916,"[('منتدى عبد الحميد شومان الثقافي', 'Auteur')]",منتدى عبد الحميد شومان الثقافي,ara,الإسلام والديمقراطية: حوار مع الدكتور محمد سليم العوا|منتدى عبد الحميد شومان الثقافي|1998,False,False,False
3/20,قضايا عربية وتحديات العولمة: حوار مع علي أمليل,منتدى عبد الحميد شومان الثقافي,عمان,مؤسسة عبد الحميد شومان,1998,48,العلوم الاجتماعية,27917,"[('منتدى عبد الحميد شومان الثقافي', 'Auteur')]",منتدى عبد الحميد شومان الثقافي,ara,قضايا عربية وتحديات العولمة: حوار مع علي أمليل|منتدى عبد الحميد شومان الثقافي|1998,False,False,False
3/22,العرب وتحديات القرن الواحد والعشرين: حوار مع برهان غليون,منتدى عبد الحميد شومان الثقافي,عمان,مؤسسة عبد الحميد شومان,1998,80,العلوم الاجتماعية,27914,"[('منتدى عبد الحميد شومان الثقافي', 'Auteur')]",منتدى عبد الحميد شومان الثقافي,ara,العرب وتحديات القرن الواحد والعشرين: حوار مع برهان غليون|منتدى عبد الحميد شومان الثقافي|1998,False,False,False
3/23,من أجل وحدة ثقافية عربية:حوار احمد كمال أبو المجد,منتدى عبد الحميد شومان الثقافي,عمان,مؤسسة عبد الحميد شومان,1998,64,العلوم الاجتماعية,27957,"[('منتدى عبد الحميد شومان الثقافي', 'Auteur')]",منتدى عبد الحميد شومان الثقافي,ara,من أجل وحدة ثقافية عربية:حوار احمد كمال أبو المجد|منتدى عبد الحميد شومان الثقافي|1998,False,False,False
330.191.6/121,"الخيارات الإقتصادية العربية حوار الشهلا""8"" مع اسماعيل صبري عبد الله",منتدى عبد الحميد شومان الثقافي,عمان,مطابع الدستور التجارية,1998,80,الإقتصاد العالمي,27959,"[('منتدى عبد الحميد شومان الثقافي', 'Auteur')]",منتدى عبد الحميد شومان الثقافي,ara,"الخيارات الإقتصادية العربية حوار الشهلا""8"" مع اسماعيل صبري عبد الله|منتدى عبد الحميد شومان الثقافي|1998",False,False,False
008_927/27,التازم العربي في الفكر والواقع: حوار مع جابر الأنصاري,"منتدى عبد الحميد, شومان الثقافي",عمان,مؤسسة عبد الحميد شومان,1998,72,الثقافة العربية,27956,"[('منتدى عبد الحميد, شومان الثقافي', 'Auteur')]","منتدى عبد الحميد, شومان الثقافي",ara,"التازم العربي في الفكر والواقع: حوار مع جابر الأنصاري|منتدى عبد الحميد, شومان الثقافي|1998",False,False,False
615/17,كيمياء العقاقير والاستخلاص,"منجد, حسان",دمشق,جامعة دمشق,1990,316,الصيدلة,24455,"[('منجد, حسان', 'Auteur')]","منجد, حسان",ara,"كيمياء العقاقير والاستخلاص|منجد, حسان|1990",False,False,False
82.09/117,الادب وفنونه,"مندور, محمد",القاهرة,دار نهضة مصر,,292,النقد الادبي,23605,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82.09/24,النقد المنهجي عند العرب ومنهج البحث في الأدب واللغة,"مندور, محمد",القاهرة,دار نهضة مصر,,477,النقد الأدبي,5403,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82.09/24 مكرر,النقد المنهجي عند العرب ومنهج البحث في الأدب واللغة,"مندور, محمد",القاهرة,دار نهضة مصر,,477,النقد الأدبي,12970,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82.09/46,"النقد والنقاد المعاصرون: حسين المرصفي, ميخائيل نعيمة, عبدالرحمن شكري, عباس محمود العقاد, ابراهيم عبد القادر المازني, لويس عوض, يحيى حقي, النقدالايديولوجي","مندور, محمد",القاهرة,دار نهضة مصر,,239,النقد الادبي,9573,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82.09/46 مكرر,"النقد والنقاد المعاصرون: حسين المرصفي, مخائيل نعيمة, عبد الرحمن شكري, عباس محمود العقاد, إبراهيم عبد القادر المزوني, لويس عوض, يحيى حقي, النقد الإيديولوجي.","مندور, محمد",بيروت,دار القلم,,184,النقد الادبي,11252,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82.09/46 مكرر2,"النقد والنقاد المعاصرون: حسين المرصفي, ميخائيل نعيمة, عبد الرحمن شكري, عباس محمود العقاد, إبراهيم عبد القادر المازني, لويس عوض, يحيى حقي, النقد الإيديولوجي","مندور, محمد",بيروت,دار القلم للطباعة والنشر,,184,النقد الادبي,20431,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82.091/61,الأدب ومذاهبه,"مندور, محمد",القاهرة,دار نهضة مصر,,174,دراسة أدبية مقارنة,20511,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82.091/76 ج1,الشعر المصري بعد شوقي,"مندور, محمد",القاهرة,دار نهضة مصر للطبع والنشر,,133,دراسة أدبية,20435,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82.091/76 ج2,الشعر المصري بعد شوقي: جماعة أبوللو,"مندور, محمد",القاهرة,دار نهضة مصر للطبع والنشر,,197,دراسة أدبية,20434,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82.091/76 ج3,الشعر المصري بعد شوقي: روافد أبوللو,"مندور, محمد",القاهرة,دار نهضة مصر للطباعة والنشر,,158,دراسة أدبية,20433,"[('مندور, محمد', 'Auteur')]","مندور, محمد",ara,,False,False,True
82-92/01,ندوة اللغة العربية ووسائل الاعلام.,منشورات جامعة البترا,عمان,جامعة البترا,2002,148,الأدب الموسمي: الصحافة.,28821,"[('منشورات جامعة البترا', 'Auteur')]",منشورات جامعة البترا,ara,ندوة اللغة العربية ووسائل الاعلام.|منشورات جامعة البترا|2002,False,False,False
008_927/15,الإزدواج الثقافي وأزمة المعارضة المصرية,"منصور, إبراهيم",بيروت,دار الطليعة,1981,222,الثقافة العربية,11568,"[('منصور, إبراهيم', 'Auteur')]","منصور, إبراهيم",ara,"الإزدواج الثقافي وأزمة المعارضة المصرية|منصور, إبراهيم|1981",False,False,False
61/36,الإنسان والمرض,"منصور, أحمد مختار",,جامعة الزقازيق,,123,الطب,22903,"[('منصور, أحمد مختار', 'Auteur')]","منصور, أحمد مختار",ara,,False,False,True
61/45,الإنسان والمرض,"منصور, أحمد مختار",مصر,جامعة الزقازيق,,129,الطب,29041,"[('منصور, أحمد مختار', 'Auteur')]","منصور, أحمد مختار",ara,,False,False,True
82-82/40,في صالون العقاد كانت لنا أيام,"منصور, أنيس",القاهرة,دار الشروق,1983,692,أدب عام,13467,"[('منصور, أنيس', 'Auteur')]","منصور, أنيس",ara,"في صالون العقاد كانت لنا أيام|منصور, أنيس|1983",False,False,True
82-82/40 مكرر,في صالون العقاد كانت لنا أيام,"منصور, أنيس",القاهرة,دار الشروق,1983,667,آداب عام,23555,"[('منصور, أنيس', 'Auteur')]","منصور, أنيس",ara,"في صالون العقاد كانت لنا أيام|منصور, أنيس|1983",False,False,True
92/46,الخالدون مائة أعظمهم محمد رسول الله (ص),"منصور, أنيس",القاهرة,الزهراء للاعلام العربي,1986,394,بيوغرافيا,18542,"[('منصور, أنيس', 'Auteur')]","منصور, أنيس",ara,"الخالدون مائة أعظمهم محمد رسول الله (ص)|منصور, أنيس|1986",False,False,False
615/10,الصيدلانيات,"منصور, زياد",دمشق,مطبعة خالد ابن الوليد,1991,270,الصيدلة,24448,"[('منصور, زياد', 'Auteur')]","منصور, زياد",ara,"الصيدلانيات|منصور, زياد|1991",False,False,False
61/11,الصحة والمجتمع,"منصور, سرور أسعد",تونس,الدار العربية للكتاب,,378,الطب,11267,"[('منصور, سرور أسعد', 'Auteur')]","منصور, سرور أسعد",ara,,False,False,True
82-1_مه/03,التجديد في شعر خليل مطران,"منصور, سعيد حسين",الإسكندرية,الهيئة العامة للكتاب,1977,451,الأدب المهجري,5466,"[('منصور, سعيد حسين', 'Auteur')]","منصور, سعيد حسين",ara,"التجديد في شعر خليل مطران|منصور, سعيد حسين|1977",False,False,False
54/25,الكيمياء العامة,"منصور, عبد الحليم",دمشق,منشورات جامعة دمشق,1992,320,الكيمياء,24866,"[('منصور, عبد الحليم', 'Auteur')]","منصور, عبد الحليم",ara,"الكيمياء العامة|منصور, عبد الحليم|1992",False,False,False
159.9:37/05,علم النفس التربوي,"منصور, علي",دمشق,مطبعة خالد ابن الوليد,1991,516,علم النفس التربوي,24589,"[('منصور, علي', 'Auteur')]","منصور, علي",ara,"علم النفس التربوي|منصور, علي|1991",False,False,False
621.313/06,تصميم الآلات الكهربائية,"منصور, ميشيل",حلب,جامعة حلب,1986,390,الآلات الكهربائية,26377,"[('منصور, ميشيل', 'Auteur')]","منصور, ميشيل",ara,"تصميم الآلات الكهربائية|منصور, ميشيل|1986",False,False,False
621.313/11 ج2,القياسات الكهربائية وأجهزتها,"منصور, ميشيل",حلب,منشورات جامعة حلب,1982,350,آلات القياس الكهربائية,26415,"[('منصور, ميشيل', 'Auteur')]","منصور, ميشيل",ara,"القياسات الكهربائية وأجهزتها|منصور, ميشيل|1982",False,True,False
911/31,كلية الآداب والعلوم الإنسانية,منطقة الغرب المجال والانسان,القنيطرة,,1991,178,جغرافية عامة,28860,"[('منطقة الغرب المجال والانسان', 'Auteur')]",منطقة الغرب المجال والانسان,ara,كلية الآداب والعلوم الإنسانية|منطقة الغرب المجال والانسان|1991,False,False,False
331/33,مراجعة نحو التقدم: اليوبيل الفضي لمؤتمر العمل العربي,منطمة العمل العربية,القاهرة,مكتب العمل العربي,1998,251,القانون الاجتماعي,28654,"[('منطمة العمل العربية', 'Auteur')]",منطمة العمل العربية,ara,مراجعة نحو التقدم: اليوبيل الفضي لمؤتمر العمل العربي|منطمة العمل العربية|1998,False,False,False
03_620/01 ج2,مصطلحات الطاقة,منظمة الأقطار العربية المصدرة للبترول,الكويت,داربرغامون للنشر البريطانية,1983,252,معجم الطاقة: عربي - إنجليزي - فرنسي,17894,"[('منظمة الأقطار العربية المصدرة للبترول', 'Auteur')]",منظمة الأقطار العربية المصدرة للبترول,ara,مصطلحات الطاقة|منظمة الأقطار العربية المصدرة للبترول|1983,False,False,False
33/23,تقرير الامين العام السنوى الثامن 1401-1981,منظمة الأقطار العربية المصدرة للبترول,الكويت,منظمة الاقطار العربية المصدرة للبترول,1982,205,الاقتصاد السياسي,12568,"[('منظمة الأقطار العربية المصدرة للبترول', 'Auteur')]",منظمة الأقطار العربية المصدرة للبترول,ara,تقرير الامين العام السنوى الثامن 1401-1981|منظمة الأقطار العربية المصدرة للبترول|1982,False,False,False
33/24,تقرير الامين العام السنوى الخامس 1398 ه1978,منظمة الأقطار العربية المصدرة للبترول,,دار القبس للصحافة والطباعة والنشر,1978,129,الاقتصاد السياسي,12391,"[('منظمة الأقطار العربية المصدرة للبترول', 'Auteur')]",منظمة الأقطار العربية المصدرة للبترول,ara,تقرير الامين العام السنوى الخامس 1398 ه1978|منظمة الأقطار العربية المصدرة للبترول|1978,False,False,False
33/51,تقرير الامين العام السنوي الرابع المقدم الى الاجتماع التاسع عشر لمجلس الوزراء,منظمة الأقطار العربية المصدرة للبترول,الكويت,منظمة الأقطار العربية المصدرة للبترول,1977,148,الاقتصاد السياسي,12586,"[('منظمة الأقطار العربية المصدرة للبترول', 'Auteur')]",منظمة الأقطار العربية المصدرة للبترول,ara,تقرير الامين العام السنوي الرابع المقدم الى الاجتماع التاسع عشر لمجلس الوزراء|منظمة الأقطار العربية المصدرة للبترول|1977,False,False,False
338.924/09,الموقف الحالي لصناعة التكرير العربية واتجاهاتها المستقبلية,منظمة الأقطار العربية المصدرة للبترول,الكويت,المنظمة,1978,45,التصنيع,12477,"[('منظمة الأقطار العربية المصدرة للبترول', 'Auteur')]",منظمة الأقطار العربية المصدرة للبترول,ara,الموقف الحالي لصناعة التكرير العربية واتجاهاتها المستقبلية|منظمة الأقطار العربية المصدرة للبترول|1978,False,False,False
620.9/13,الطاقة في الوطن العربي: وقائع مؤتمر الطاقة العربي الأول 4-8 مارس 1979 أبو ظبي: الجزء الأول,منظمة الأقطار العربية المصدرة للبترول,الكويت,منظمة الأقطار العربية المصدرة للبترول,1980,411,مصادر الطاقة,28533,"[('منظمة الأقطار العربية المصدرة للبترول', 'Auteur')]",منظمة الأقطار العربية المصدرة للبترول,ara,الطاقة في الوطن العربي: وقائع مؤتمر الطاقة العربي الأول 4-8 مارس 1979 أبو ظبي: الجزء الأول|منظمة الأقطار العربية المصدرة للبترول|1980,False,False,False
620.9/14,الطاقة في الوطن العربي: وقائع مؤتمر الطاقة العربي الأول 4-8 مارس 1979 أبو ظبي الجزء الثاني,منظمة الأقطار العربية المصدرة للبترول,الكويت,منظمة الأقطار العربية المصدرة للبترول,1980,352,مصادر الطاقة,28534,"[('منظمة الأقطار العربية المصدرة للبترول', 'Auteur')]",منظمة الأقطار العربية المصدرة للبترول,ara,الطاقة في الوطن العربي: وقائع مؤتمر الطاقة العربي الأول 4-8 مارس 1979 أبو ظبي الجزء الثاني|منظمة الأقطار العربية المصدرة للبترول|1980,False,False,False
621.3/23,وقائع مؤتمر الطاقة العربي الثالث: الجزائر 4 - 9 مايو 1985: الجزء السادس,منظمة الأقطار العربية المصدرة للبترول,,منظمة الأقطار العربية المصدرة للبترول,1985,344,الهندسة الكهربائية,28038,"[('منظمة الأقطار العربية المصدرة للبترول', 'Auteur')]",منظمة الأقطار العربية المصدرة للبترول,ara,وقائع مؤتمر الطاقة العربي الثالث: الجزائر 4 - 9 مايو 1985: الجزء السادس|منظمة الأقطار العربية المصدرة للبترول|1985,False,False,False
37.014.5/27,تقرير عن التربية في العالم 1991 .,منظمة الأمم المتحدة للتربية والعلم والثقافة,باريس,اليونسكو,1991,147,سياسة التربية - التخطيط التربوي,28379,"[('منظمة الأمم المتحدة للتربية والعلم والثقافة', 'Auteur')]",منظمة الأمم المتحدة للتربية والعلم والثقافة,ara,تقرير عن التربية في العالم 1991 .|منظمة الأمم المتحدة للتربية والعلم والثقافة|1991,False,False,False
338.924/01,الصناعة عام 2000 . آفاق جديدة,منظمة الأمم المتحدة للتنمية الصناعية,نيويورك,الامم المتحدة,1979,426,التصنيع,12623,"[('منظمة الأمم المتحدة للتنمية الصناعية', 'Auteur')]",منظمة الأمم المتحدة للتنمية الصناعية,ara,الصناعة عام 2000 . آفاق جديدة|منظمة الأمم المتحدة للتنمية الصناعية|1979,False,False,False
338.924/02,الصناعة في العالم منذ 1960: التقدم المحرز والإحتمالات المقيلة,منظمة الأمم المتحدة للتنمية الصناعية,نيويورك,,1979,426,التصنيع,12624,"[('منظمة الأمم المتحدة للتنمية الصناعية', 'Auteur')]",منظمة الأمم المتحدة للتنمية الصناعية,ara,الصناعة في العالم منذ 1960: التقدم المحرز والإحتمالات المقيلة|منظمة الأمم المتحدة للتنمية الصناعية|1979,False,False,False
312/07,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسطينيين في الجمعورية العربية السورية: مخيم الست زينب تموز ""يوليو"" 1982","منظمة التحرير الفلسطينية, الدائؤة الإقتصادية",دمشق,منظمة التحرير الفلسطينية,1982,61,إحصائيات,13637,"[('منظمة التحرير الفلسطينية, الدائؤة الإقتصادية', 'Auteur')]","منظمة التحرير الفلسطينية, الدائؤة الإقتصادية",ara,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسطينيين في الجمعورية العربية السورية: مخيم الست زينب تموز ""يوليو"" 1982|منظمة التحرير الفلسطينية, الدائؤة الإقتصادية|1982",False,False,False
312/04,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسطينيين في الجمهورية العربية السورية: مخيم خان الشيخ نيسان "" أبريل"" 1982","منظمة التحرير الفلسطينية, الدائرة الإقتصادية",دمشق,منظمة التحرير الفلسطينية,1982,61,إحصائيات,13636,"[('منظمة التحرير الفلسطينية, الدائرة الإقتصادية', 'Auteur')]","منظمة التحرير الفلسطينية, الدائرة الإقتصادية",ara,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسطينيين في الجمهورية العربية السورية: مخيم خان الشيخ نيسان "" أبريل"" 1982|منظمة التحرير الفلسطينية, الدائرة الإقتصادية|1982",False,False,False
312/05,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسكينيين في الجمهورية العربية السورية: مخيم سبينة نيسان ""أبريل"" 1982","منظمة التحرير الفلسطينية, الدائرة الإقتصادية",دمشق,منظمة التحرير الفلسطينية,1982,61,إحصائيات,13639,"[('منظمة التحرير الفلسطينية, الدائرة الإقتصادية', 'Auteur')]","منظمة التحرير الفلسطينية, الدائرة الإقتصادية",ara,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسكينيين في الجمهورية العربية السورية: مخيم سبينة نيسان ""أبريل"" 1982|منظمة التحرير الفلسطينية, الدائرة الإقتصادية|1982",False,False,False
312/06,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسطينيين في الجمهورية العربية السورية: مخيم جرمانا أيار ""مايس""","منظمة التحرير الفلسطينية, الدائرة الإقتصادية",دمشق,منظمة التحرير الفلسطينية,1982,61,أحصائيات,13638,"[('منظمة التحرير الفلسطينية, الدائرة الإقتصادية', 'Auteur')]","منظمة التحرير الفلسطينية, الدائرة الإقتصادية",ara,"نتائج المسح الشامل الديمغرافي والإقتصادي والإجتماعي للعرب الفلسطينيين في الجمهورية العربية السورية: مخيم جرمانا أيار ""مايس""|منظمة التحرير الفلسطينية, الدائرة الإقتصادية|1982",False,False,False
297.488/01,الحكم الشرعي في التدخين,منظمة الصحة العالمية,,منظمة الصحة العالمية لإقليم شرق البحر المتوسط,1988,114,المحرمات: التدخين,19771,"[('منظمة الصحة العالمية', 'Auteur')]",منظمة الصحة العالمية,ara,الحكم الشرعي في التدخين|منظمة الصحة العالمية|1988,False,False,False
61/39,تعزيز وزارة الصحة من أجل الرعاية الصحية الأولية,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1988,60,الطب,19796,"[('منظمة الصحة العالمية', 'Auteur')]",منظمة الصحة العالمية,ara,تعزيز وزارة الصحة من أجل الرعاية الصحية الأولية|منظمة الصحة العالمية|1988,False,False,False
61/40,المستشفيات وتوفير الصحة للجميع: تقرير لجنة خبراء منظمة الصحة العالمية المعنية بدور المستشفيات في مستوى الإحالة الأولى,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1987,94,الطب,22692,"[('منظمة الصحة العالمية', 'Auteur')]",منظمة الصحة العالمية,ara,المستشفيات وتوفير الصحة للجميع: تقرير لجنة خبراء منظمة الصحة العالمية المعنية بدور المستشفيات في مستوى الإحالة الأولى|منظمة الصحة العالمية|1987,False,False,False
61/41,التقرير السنوي للمدير الإقليمي عن أعمال منظمة الصحة العالمية في إقليم شرق المتوسط. 1 كانون التاني / يناير - 31 كانون الأول / ديسمبر 1992,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1993,250,الطب,26519,"[('منظمة الصحة العالمية', 'Auteur')]",منظمة الصحة العالمية,ara,التقرير السنوي للمدير الإقليمي عن أعمال منظمة الصحة العالمية في إقليم شرق المتوسط. 1 كانون التاني / يناير - 31 كانون الأول / ديسمبر 1992|منظمة الصحة العالمية|1993,False,False,False
61/42,الشبكات الوطنية للتنمية الصحية الداعمة للرعاية الصحية الأولية,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1989,52,الطب,21348,"[('منظمة الصحة العالمية', 'Auteur')]",منظمة الصحة العالمية,ara,الشبكات الوطنية للتنمية الصحية الداعمة للرعاية الصحية الأولية|منظمة الصحة العالمية|1989,False,False,False
614.7/01,تحسين أحوال صحة البيئة في المستوكنات الفقيرة: أسلوب مرتكز على المجتمع لتحديد الإحتياجات والأوليات,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1989,72,صحة البيئة,21347,"[('منظمة الصحة العالمية', 'Auteur')]",منظمة الصحة العالمية,ara,تحسين أحوال صحة البيئة في المستوكنات الفقيرة: أسلوب مرتكز على المجتمع لتحديد الإحتياجات والأوليات|منظمة الصحة العالمية|1989,False,False,False
616.314/15,النظم البديلة لتقديم خدمات رعاية الفم والأسنان: تقرير لجنة خبراء بمنظمة الصحة العالمية,منظمة الصحة العالمية,الإسكندرية,المكتب الإقليمي لشرق البحر المتوسط,1988,60,طب الأسنان,19792,"[('منظمة الصحة العالمية', 'Auteur')]",منظمة الصحة العالمية,ara,النظم البديلة لتقديم خدمات رعاية الفم والأسنان: تقرير لجنة خبراء بمنظمة الصحة العالمية|منظمة الصحة العالمية|1988,False,False,False
628.16/02 ج1,ولائل جودة ميادة الشرب .الجزء الأول: التوصيات,منظمة الصحة العالمية,جنيف,منظمة الصحة العالمية,1984,157,معالجة مياه الشرب,18072,"[('منظمة الصحة العالمية', 'Auteur')]",منظمة الصحة العالمية,ara,ولائل جودة ميادة الشرب .الجزء الأول: التوصيات|منظمة الصحة العالمية|1984,False,False,False
61/05,التقرير السنوي للمدير الإقليمي عن أعمال منظمة الصحة العالمية في إقليم شرق البحر المتوسط 1989,منظمة الصحة العالمية. المكتب الإقليمي لشرق البحر المتوسط,الإسكندرية,المكتب الإقليمي لمنظمة الصحة العالمية,1990,230,الطب,22688,"[('منظمة الصحة العالمية. المكتب الإقليمي لشرق البحر المتوسط', 'Auteur')]",منظمة الصحة العالمية. المكتب الإقليمي لشرق البحر المتوسط,ara,التقرير السنوي للمدير الإقليمي عن أعمال منظمة الصحة العالمية في إقليم شرق البحر المتوسط 1989|منظمة الصحة العالمية. المكتب الإقليمي لشرق البحر المتوسط|1990,False,False,False
33/85 ج1,الإحتياجات التدريبية في البلدان العربية في ضوء التغيير الهيكلي لإقتصادياتها,"منظمة العمل الدولية, منظمة العمل العربية",القاهرة,جامعة الدول العربية,1994,258,الإقتصاد السياسي,28651,"[('منظمة العمل الدولية, منظمة العمل العربية', 'Auteur')]","منظمة العمل الدولية, منظمة العمل العربية",ara,"الإحتياجات التدريبية في البلدان العربية في ضوء التغيير الهيكلي لإقتصادياتها|منظمة العمل الدولية, منظمة العمل العربية|1994",False,False,True
33/85 ج2,الإحتياجات التدريبية في البلدان العربية في ضوء التغيير الهيكلي لإقتصادياتها,"منظمة العمل الدولية, منظمة العمل العربية",القاهرة,جامعة الدول العربية,1994,381,الإقتصاد السياسي,28652,"[('منظمة العمل الدولية, منظمة العمل العربية', 'Auteur')]","منظمة العمل الدولية, منظمة العمل العربية",ara,"الإحتياجات التدريبية في البلدان العربية في ضوء التغيير الهيكلي لإقتصادياتها|منظمة العمل الدولية, منظمة العمل العربية|1994",False,False,True
331/43,تقريرالمديرالعام لمكتب العمل العربي,منظمة العمل العربي,بنغازي,مؤتمر العمل العربي,1981,68,القانون الاجتماعي,28850,"[('منظمة العمل العربي', 'Auteur')]",منظمة العمل العربي,ara,تقريرالمديرالعام لمكتب العمل العربي|منظمة العمل العربي|1981,False,False,False
(612)331-34/01,الإجتهادات القضائية الليبية في مجال العمل,منظمة العمل العربية,طرابلس,مطابع جامعة الدول العربية,1998,158,الإجتهاد القضائي - في مجال العمل-,28827,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,الإجتهادات القضائية الليبية في مجال العمل|منظمة العمل العربية|1998,False,False,False
33/86,انعكاسات إتفاقية الجات على القطاعات الإقتصادية في الدول العربية,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1995,260,الإقتصاد السياسي,28647,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,انعكاسات إتفاقية الجات على القطاعات الإقتصادية في الدول العربية|منظمة العمل العربية|1995,False,False,False
331.011/01,مفهوم العمل واحكامه العامة في الإسلام,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1983,90,مفهوم العمل الإقتصادي,28845,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,مفهوم العمل واحكامه العامة في الإسلام|منظمة العمل العربية|1983,False,False,False
331.041/01,الضوضاء والذبذبة في بيئة العمل,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1982,112,الثأتير التقني : نوع العمل,28846,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,الضوضاء والذبذبة في بيئة العمل|منظمة العمل العربية|1982,False,False,False
331.11/05,التفرغ النقابي في الوطن العربي,منظمة العمل العربية,القاهرة,منظمة العمل,1992,38,النقابات المختلطة للعمال,28843,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,التفرغ النقابي في الوطن العربي|منظمة العمل العربية|1992,False,True,False
331.11/06,التشغيل بالقطاع غير المنظم في تونس,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1997,104,التشغيل,28814,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,التشغيل بالقطاع غير المنظم في تونس|منظمة العمل العربية|1997,False,False,False
331.11/07,نحو إستراتيجية عربية للتشغيل,منظمة العمل العربية,القاهرة,منظمة العمل العربية,,93,التشغيل,28816,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,,False,False,True
331.158/01,الحوار بين اطراف الإنتاج ودور منظمة العمل العربية,منظمة العمل العربية,بغداد,منظمة العمل العربية,1980,61,الإنتاج,28826,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,الحوار بين اطراف الإنتاج ودور منظمة العمل العربية|منظمة العمل العربية|1980,False,False,False
